06/07/2016 21:54,Depeche Mode,Enjoy The Silence
06/07/2016 21:50,Bob Marley &amp; The Wailers,Jammin&apos;
06/07/2016 21:46,Barry White,"You&apos;re The First, The Last, My Everything"
06/07/2016 21:39,U2,With Or Without You
06/07/2016 21:36,Abba,Take a Chance On Me
06/07/2016 21:31,Paul Young,Come Back And Stay
06/07/2016 21:26,Rod Stewart,Maggie May
06/07/2016 21:22,Weather Girls,It´s Raining Men
06/07/2016 21:18,Dionne Warwick,Heartbreaker
06/07/2016 21:15,Tina Charles,I Love To Love
06/07/2016 21:09,Survivor,Burning Heart
06/07/2016 21:06,Aneka,Japanese Boy
06/07/2016 21:02,Sister Sledge,We Are Family
06/07/2016 20:57,Cutting Crew,(I Just) Died In Your Arms
06/07/2016 20:51,Earth Wind &amp; Fire,Let&apos;s Groove
06/07/2016 20:47,Ankie Bagger,Where Were You Last Night
06/07/2016 20:41,Madonna,Into The Groove
06/07/2016 20:37,Toto,Hold The Line
06/07/2016 20:33,Frankie Goes To Hollywood,Relax
06/07/2016 20:28,Abba,The Name Of The Game
06/07/2016 20:24,Maggie Reilly,Everytime We Touch
06/07/2016 20:19,Phil Collins,Easy Lover (Duet With Philip Bailey)
06/07/2016 20:13,Cher,If I Could Turn Back Time
06/07/2016 20:09,LaBelle,Lady Marmalade
06/07/2016 20:05,Bob Marley,Could You Be Loved
06/07/2016 20:01,Bee Gees,Stayin Alive
06/07/2016 19:56,Bruce Springsteen,Dancing In The Dark
06/07/2016 19:53,Gibson Brothers,Cuba
06/07/2016 19:49,Barbra Streisand,Woman In Love
06/07/2016 19:43,Midnight Oil,Beds Are Burning
06/07/2016 19:38,Bonnie Tyler,If You Were a Woman (And I Was a Man)
06/07/2016 19:36,Tom Jones,It&apos;s Not Unusual
06/07/2016 19:30,Tina Turner,The Best
06/07/2016 19:25,ABBA,Lay All Your Love On Me
06/07/2016 19:21,Madonna,Papa Don´t Preach
06/07/2016 19:13,Eagles,Hotel California
06/07/2016 19:09,Sandra,Maria Magdalena
06/07/2016 19:05,Boney M.,Ma Baker
06/07/2016 19:02,Van Halen,Jump
06/07/2016 18:59,Gloria Gaynor,Reach Out I´ll Be There
06/07/2016 18:53,Whitney Houston,How Will I Know
06/07/2016 18:50,Mamas &amp; The Papas,California Dreaming
06/07/2016 18:47,Blondie,Call Me
06/07/2016 18:44,John Lennon,Woman
06/07/2016 18:38,Diana Ross,I&apos;m Coming Out
06/07/2016 18:33,Genesis,Land Of Confusion
06/07/2016 18:28,Rod Stewart,Da Ya Think I&apos;m Sexy?
06/07/2016 18:24,Alphaville,Big In Japan
06/07/2016 18:21,Harpo,Moviestar
06/07/2016 18:18,Shakin Stevens,You Drive Me Crazy
06/07/2016 18:12,Suzanne Vega,Luka
06/07/2016 18:09,Billy Joel,The River Of Dreams
06/07/2016 18:05,Abba,"I Do, I Do, I Do, I Do, I Do"
06/07/2016 18:01,Boomtown Rats,I Don´t Like Mondays
06/07/2016 17:57,Mungo Jerry,In The Summertime
06/07/2016 17:52,Toto,Africa
06/07/2016 17:47,Belinda Carlisle,Leave a Light On
06/07/2016 17:43,Boney M,Sunny
06/07/2016 17:37,Chris Rea,On The Beach
06/07/2016 17:32,Sandra,In The Heat Of The Night
06/07/2016 17:28,Stevie Wonder,You&apos;re The Sunshine Of My Life
06/07/2016 17:23,Pet Shop Boys,Always On My Mind
06/07/2016 17:18,Laura Branigan,Gloria
06/07/2016 17:12,Bonnie Tyler,It&apos;s A Heartache
06/07/2016 17:07,Irene Cara,Fame
06/07/2016 17:03,Donna Summer,On The Radio
06/07/2016 16:55,Rick Astley,Never Gonna Give You Up
06/07/2016 16:51,Steve Miller Band,The Joker
06/07/2016 16:47,Michael Jackson,Bad
06/07/2016 16:41,Simply Red,Stars
06/07/2016 16:35,Village People,Go West
06/07/2016 16:31,David Bowie,Let´s Dance
06/07/2016 16:28,Tom Jones,She&apos;s A Lady
06/07/2016 16:24,Michael Sembello,Maniac
06/07/2016 16:19,Eurythmics,Here Comes The Rain Again
06/07/2016 16:13,Queen,Don´t Stop Me Now
06/07/2016 16:07,Tears For Fears,Everybody Wants To Rule The World
06/07/2016 16:04,F.R. David,Words
06/07/2016 15:56,Creedence Clearwater Revival,Have You Ever Seen The Rain?
06/07/2016 15:50,Bonnie Tyler,Holding Out For Hero
06/07/2016 15:46,John Parr,St Elmo&apos;s Fire (Live)
06/07/2016 15:41,Lipps Inc.,Funkytown
06/07/2016 15:34,Eric Clapton,Layla (Unplugged)
06/07/2016 15:30,Nik Kershaw,The Riddle
06/07/2016 15:27,Aretha Franklin,Respect
06/07/2016 15:21,Michael Jackson,Billie Jean
06/07/2016 15:16,Steve Kekana,Raising My Family
06/07/2016 15:09,Anita Ward,Ring My Bell
06/07/2016 15:02,Steve Winwood,Higher Love
06/07/2016 14:59,Bangles,Manic Monday
06/07/2016 14:52,Donna Summer,This Time I Know It´s For Real
06/07/2016 14:48,ABBA,Dancing Queen
06/07/2016 14:44,David Bowie,China Girl
06/07/2016 14:40,Glenn Frey,The Heat Is On
06/07/2016 14:33,Belinda Carlisle,Heaven Is A Place On Earth
06/07/2016 14:27,Bee Gees,Night Fever
06/07/2016 14:23,Culture Club,Do You Really Want To Hurt Me
06/07/2016 14:22,Chic,Good Times
06/07/2016 14:17,Modern Talking,"You´re My Heart, You´re My Soul"
06/07/2016 14:13,Taco,Puttin´ On The Ritz
06/07/2016 14:06,Boston,More Than A Feeling
06/07/2016 14:02,John Waite,Missing You
06/07/2016 13:58,Madonna,La Isla Bonita
06/07/2016 13:52,Bill Withers,Ain&apos;t No Sunshine
06/07/2016 13:48,Billy Idol,White Wedding
06/07/2016 13:41,Dna &amp; Suzanne Vega,Tom´s Diner
06/07/2016 13:34,ABBA,The Winner Takes It All
06/07/2016 13:30,Pointer Sisters,Im So Excited
06/07/2016 13:25,Olivia Newton-John &amp; John Travolta,You´re The One That I Want
06/07/2016 13:20,Fleetwood Mac,Little Lies
06/07/2016 13:17,Phill Collins,Two Hearts
06/07/2016 13:10,Gloria Gaynor,I Will Survive
06/07/2016 13:04,Tanita Tikaram,Twist In My Sobriety
06/07/2016 13:00,Gazebo,I Like Chopin
06/07/2016 12:54,Freestyle,Vill Ha Dig
06/07/2016 12:49,Chris Rea,I Can Hear Your Heartbeat
06/07/2016 12:44,Michael Jackson,Thriller
06/07/2016 12:38,Aretha Franklin,Think
06/07/2016 12:31,Dire Straits,Walk Of Life
06/07/2016 12:27,Pet Shop Boys,It&apos;s A Sin
06/07/2016 12:24,Christie,Yellow River
06/07/2016 12:18,Billy Idol,Sweet Sixteen
06/07/2016 12:14,Culture Club,Karma Chameleon
06/07/2016 12:08,Abba,Thank You For The Music
06/07/2016 12:03,A-ha,Take On Me
06/07/2016 11:58,George Michael,Careless Whisper
06/07/2016 11:51,Bee Gees,You Win Again
06/07/2016 11:47,Irene Cara,Flashdance... (What a Feeling)
06/07/2016 11:41,J.J. Cale,Cocaine
06/07/2016 11:35,Maxi Priest,Wild World
06/07/2016 11:30,Madonna,Like A Prayer
06/07/2016 11:23,Patrick Hernandez,Born To Be Alive
06/07/2016 11:19,Beatles,Can´t Buy Me Love
06/07/2016 11:15,David Lee Roth,Just A Gigolo
06/07/2016 11:09,ABBA,Mamma Mia
06/07/2016 11:04,Chris Isaak,Blue Hotel
06/07/2016 11:00,Police,Every Breath You Take
06/07/2016 10:51,Joe Cocker,Unchain My Heart
06/07/2016 10:48,Phil Collins,You Can&apos;t Hurry Love
06/07/2016 10:41,Tina Turner,We Don&apos;t Need Another Hero (Thunderdome)
06/07/2016 10:35,Boney M.,Daddy Cool
06/07/2016 10:32,Bryan Adams,Summer Of 69
06/07/2016 10:26,Frankie Valli,Grease
06/07/2016 10:20,Laura Branigan,Self Control
06/07/2016 10:15,Simple Minds,Don&apos;t You (Forget About Me)
06/07/2016 10:08,Dionne Warwick,Heartbreaker
06/07/2016 10:03,Toto,I´ll Be Over You
06/07/2016 09:59,Queen,Another One Bites The Dust
06/07/2016 09:52,Michael Jackson,Smooth Criminal
06/07/2016 09:49,Tony Christie,(Is This The Way To) Amarillo
06/07/2016 09:44,Chris Rea,Road To Hell
06/07/2016 09:39,Taylor Dayne,Tell It To My Heart
06/07/2016 09:36,Dusty Springfield,Son Of a Preacher Man
06/07/2016 09:32,Abc,The Look Of Love (Part 1)
06/07/2016 09:28,Kiss,I Was Made For Loving You
06/07/2016 09:24,Cyndi Lauper,Girls Just Want To Have Fun
06/07/2016 09:18,Randy Crawford,Streetlife
06/07/2016 09:13,Whitney Houston,I Wanna Dance With Somebody
06/07/2016 09:10,Cher,Dark Lady
06/07/2016 09:05,Rod Stewart,Baby Jane
06/07/2016 09:02,Human League,Don&apos;t You Want Me
06/07/2016 08:55,Jacksons,Blame It On The Boogie
06/07/2016 08:51,David Bowie,Starman
06/07/2016 08:44,Belowed,Sweet Harmony
06/07/2016 08:40,ABBA,"Knowing Me, Knowing You"
06/07/2016 08:36,Murray Head,One Night In Bangkok
06/07/2016 08:32,Hot Chocolate,You Sexy Thing
06/07/2016 08:28,Queen,A Kind Of Magic
06/07/2016 08:22,Diana Ross,Chain Reaction
06/07/2016 08:17,Womack &amp; Womack,Teardrops
06/07/2016 08:13,Barry White,"You&apos;re The First, The Last, My Everything"
06/07/2016 08:09,Eurythmics,Sweet Dreams (Are Made Of This)
06/07/2016 08:01,Earth Wind &amp; Fire,Fantasy
06/07/2016 07:57,Tina Turner,Private Dancer
06/07/2016 07:52,Rick Astley,Together Forever
06/07/2016 07:48,Level 42,Running In The Family
06/07/2016 07:45,Electric Light Orchestra,Livin´ Thing
06/07/2016 07:40,Men At Work,Down Under
06/07/2016 07:35,ABBA,Gimme Gimme Gimme
06/07/2016 07:32,Nena,99 Luftballons
06/07/2016 07:27,Buggles,Video Killed The Radio Star
06/07/2016 07:22,Cutting Crew,(I Just) Died In Your Arms
06/07/2016 07:19,Tina Charles,I Love To Love
06/07/2016 07:13,Prince,1999
06/07/2016 07:09,Survivor,Eye Of The Tiger
06/07/2016 07:04,Bee Gees,Tragedy
06/07/2016 06:58,Queen,I Want To Break Free
06/07/2016 06:52,Robert Palmer,Johnny And Mary
06/07/2016 06:48,Madonna,Express Yourself
06/07/2016 06:44,Sister Sledge,We Are Family
06/07/2016 06:39,U2,With Or Without You
06/07/2016 06:34,ABBA,Voulez-Vous
06/07/2016 06:30,Paul Oxley´s Unit,Spanish Bars
06/07/2016 06:23,Eagles,New Kid In Town
06/07/2016 06:19,Hall &amp; Oates,Maneater
06/07/2016 06:16,Donna Summer,I Feel Love
06/07/2016 06:13,Tina Turner,I Can´t Stand The Rain
06/07/2016 06:09,Laid Back,Sunshine Reggae
06/07/2016 06:04,Toto,Hold The Line
06/07/2016 06:01,Samantha Fox,I Only Wanna Be With You
06/07/2016 05:57,Nik Kershaw,Wouldn&apos;t It Be Good
06/07/2016 05:53,10 Cc,Dreadlock Holiday
06/07/2016 05:49,Pretenders,Don&apos;t Get Me Wrong
06/07/2016 05:45,Bryan Ferry,Slave To Love
06/07/2016 05:42,Paul Young,Love Of The Common People
06/07/2016 05:39,Carole King,I Feel The Earth Move
06/07/2016 05:36,George Michael,Faith
06/07/2016 05:32,Boney M.,Ma Baker
06/07/2016 05:27,Michael Jackson,The Way You Make Me Feel
06/07/2016 05:25,Tom Jones,It&apos;s Not Unusual
06/07/2016 05:22,Blondie,Call Me
06/07/2016 05:18,Roy Orbison,I Drove All Night
06/07/2016 05:13,Rod Stewart,Da Ya Think I&apos;m Sexy?
06/07/2016 05:10,Gloria Gaynor,Reach Out I´ll Be There
06/07/2016 05:07,Kylie Minogue,The Loco-motion
06/07/2016 05:03,UB40,Kingston Town
06/07/2016 05:00,Mike Oldfield,Moonlight Shadow
06/07/2016 04:54,Village People,In The Navy
06/07/2016 04:51,Bob Marley,Could You Be Loved
06/07/2016 04:45,Queen,Radio Ga Ga
06/07/2016 04:41,Madonna,Borderline
06/07/2016 04:37,ABBA,Super Trouper
06/07/2016 04:33,Toto,Africa
06/07/2016 04:28,Bee Gees,Stayin Alive
06/07/2016 04:24,Glenn Medeiros,Nothing&apos;s Gonna Change My Love For You
06/07/2016 04:20,LaBelle,Lady Marmalade
06/07/2016 04:18,Shakin Stevens,You Drive Me Crazy
06/07/2016 04:14,Donna Summer,Hot Stuff
06/07/2016 04:10,Huey Lewis &amp; The News,Power Of Love
06/07/2016 04:06,Bad Boys Blue,You´re A Woman
06/07/2016 04:03,Thelma Houston,Don&apos;t Leave Me This Way
06/07/2016 04:00,Steve Miller Band,Abracadabra (Round n&apos; Round)
06/07/2016 03:56,Irene Cara,Fame
06/07/2016 03:54,Supremes,Stop! In The Name Of Love
06/07/2016 03:49,Sandra,In The Heat Of The Night
06/07/2016 03:44,Phil Collins,In The Air Tonight
06/07/2016 03:40,Genesis,Jesus He Knows Me
06/07/2016 03:35,Abba,I Have a Dream
06/07/2016 03:32,Pet Shop Boys,Always On My Mind
06/07/2016 03:28,Bonnie Tyler,It&apos;s A Heartache
06/07/2016 03:24,Art Company,Suzanna
06/07/2016 03:20,Mungo Jerry,In The Summertime
06/07/2016 03:16,Maggie Reilly,Everytime We Touch
06/07/2016 03:13,Elton John,I&apos;m Still Standing
06/07/2016 03:10,John Lennon,Woman
06/07/2016 03:06,Village People,Go West
06/07/2016 03:03,Billy Idol,Hot In The City
06/07/2016 02:59,Bananarama,Venus
06/07/2016 02:54,Tina Turner,The Best
06/07/2016 02:51,Mamas &amp; The Papas,California Dreaming
06/07/2016 02:48,F.R. David,Words
06/07/2016 02:44,Prince,Purple Rain
06/07/2016 02:40,Blues Brothers,Everybody Needs Somebody To Love
06/07/2016 02:37,Maxine Nightingale,Right Back Where We Started From
06/07/2016 02:33,Michael Jackson,Bad
06/07/2016 02:29,Lipps Inc.,Funkytown
06/07/2016 02:25,Whitney Houston,How Will I Know
06/07/2016 02:22,Beatles,Here Comes The Sun
06/07/2016 02:16,Bonnie Tyler,Holding Out For Hero
06/07/2016 02:13,Police,Message In A Bottle
06/07/2016 02:09,Abba,S.O.S
06/07/2016 02:04,Earth Wind &amp; Fire,Let&apos;s Groove
06/07/2016 01:59,Laura Branigan,Gloria
06/07/2016 01:55,Alphaville,Forever Young
06/07/2016 01:52,Frankie Goes To Hollywood,Relax
06/07/2016 01:45,Eagles,Hotel California
06/07/2016 01:42,Sandra,Maria Magdalena
06/07/2016 01:38,Simply Red,Stars
06/07/2016 01:33,Huey Lewis &amp; The News,Stuck With You
06/07/2016 01:30,Abba,"I Do, I Do, I Do, I Do, I Do"
06/07/2016 01:27,Culture Club,Do You Really Want To Hurt Me
06/07/2016 01:22,Bee Gees,Stayin Alive
06/07/2016 01:17,Terence Trent D&apos;arby,Sign Your Name
06/07/2016 01:14,Roy Orbison,"Oh, Pretty Woman"
06/07/2016 01:11,Nik Kershaw,The Riddle
06/07/2016 01:07,Marvin Gaye,Sexual Healing
06/07/2016 01:03,Village People,Y.M.C.A
06/07/2016 01:00,Prince,Kiss
06/07/2016 00:55,Boston,More Than A Feeling
06/07/2016 00:51,Michael Jackson,Beat It
06/07/2016 00:47,Michael Sembello,Maniac
06/07/2016 00:43,Eric Clapton,I Shot the Sheriff
06/07/2016 00:39,Boomtown Rats,I Don´t Like Mondays
06/07/2016 00:35,Pointer Sisters,Jump (For My Love)
06/07/2016 00:30,James Brown,Living In America
06/07/2016 00:28,Creedence Clearwater Revival,Who´ll Stop The Rain
06/07/2016 00:24,Alphaville,Big In Japan
06/07/2016 00:20,Boney M,Sunny
06/07/2016 00:16,Eurythmics,Here Comes The Rain Again
06/07/2016 00:13,Aretha Franklin,Respect
06/07/2016 00:10,Glenn Frey,The Heat Is On
06/07/2016 00:05,Cliff Richard,We Don&apos;t Talk Anymore
06/07/2016 00:02,Pet Shop Boys,West End Girls
05/07/2016 23:57,ABBA,Lay All Your Love On Me
05/07/2016 23:54,Madonna,La Isla Bonita
05/07/2016 23:50,Earth Wind &amp; Fire,September
05/07/2016 23:46,Nena,99 Luftballons
05/07/2016 23:42,Gazebo,I Like Chopin
05/07/2016 23:35,Chris Isaak,Wicked Game
05/07/2016 23:32,Fine Young Cannibals,Johnny Come Home
05/07/2016 23:28,Chic,Good Times
05/07/2016 23:24,Fleetwood Mac,Little Lies
05/07/2016 23:20,Anita Ward,Ring My Bell
05/07/2016 23:16,Diana Ross,I&apos;m Coming Out
05/07/2016 23:11,Tom Jones,She&apos;s A Lady
05/07/2016 23:07,David Bowie,Let´s Dance
05/07/2016 23:04,Abba,Thank You For The Music
05/07/2016 23:02,Jason Donovan,Sealed With a Kiss
05/07/2016 22:58,Robert Palmer,Johnny And Mary
05/07/2016 22:55,Aretha Franklin,Think
05/07/2016 22:52,Modern Talking,Brother Louie
05/07/2016 22:48,Steve Miller Band,The Joker
05/07/2016 22:43,Pet Shop Boys,It&apos;s A Sin
05/07/2016 22:40,Bee Gees,Night Fever
05/07/2016 22:35,Roy Orbison,You Got It
05/07/2016 22:30,Midge Ure,If I Was
05/07/2016 22:27,Gloria Gaynor,I Will Survive
05/07/2016 22:23,Barbra Streisand,Woman In Love
05/07/2016 22:19,Eruption,One Way Ticket
05/07/2016 22:15,Billy Idol,White Wedding
05/07/2016 22:09,Madonna,Papa Don´t Preach
05/07/2016 22:06,Jan Hammer,Crockett´s Theme
05/07/2016 22:04,Christie,Yellow River
05/07/2016 22:00,Pointer Sisters,Im So Excited
05/07/2016 21:56,Thelma Houston,Don&apos;t Leave Me This Way
05/07/2016 21:53,Irene Cara,Flashdance... (What a Feeling)
05/07/2016 21:49,Harpo,Moviestar
05/07/2016 21:44,Joe Cocker,Unchain My Heart
05/07/2016 21:39,Suzanne Vega,Luka
05/07/2016 21:35,Paula Abdul,Straight Up
05/07/2016 21:32,Olivia Newton-John &amp; John Travolta,You´re The One That I Want
05/07/2016 21:28,Police,Every Breath You Take
05/07/2016 21:23,Dire Straits,Sultans Of Swing
05/07/2016 21:19,Steve Kekana,Raising My Family
05/07/2016 21:15,Beatles,Can´t Buy Me Love
05/07/2016 21:11,Billy Idol,Sweet Sixteen
05/07/2016 21:07,Boney M.,Daddy Cool
05/07/2016 21:04,ABBA,Mamma Mia
05/07/2016 21:00,Sandra,Everlasting Love
05/07/2016 20:56,Feargal Sharkey,A Good Heart
05/07/2016 20:52,Stevie Wonder,You&apos;re The Sunshine Of My Life
05/07/2016 20:47,Madonna,Like A Prayer
05/07/2016 20:44,J.J. Cale,Cocaine
05/07/2016 20:38,Donna Summer,On The Radio
05/07/2016 20:35,Kim Wilde,You Came
05/07/2016 20:30,Cliff Richard,We Don&apos;t Talk Anymore
05/07/2016 20:25,Chris Rea,Road To Hell
05/07/2016 20:20,Rod Stewart,I Don´t Want To Talk About It
05/07/2016 20:16,Michael Jackson,Billie Jean
05/07/2016 20:09,Mr. Mister,Kyrie
05/07/2016 20:06,Eric Carmen,Hungry Eyes
05/07/2016 20:02,Patrick Hernandez,Born To Be Alive
05/07/2016 19:58,Whitney Houston,I Wanna Dance With Somebody
05/07/2016 19:53,ABBA,The Winner Takes It All
05/07/2016 19:49,Laura Branigan,Self Control
05/07/2016 19:46,Frankie Valli,Grease
05/07/2016 19:43,Bob Marley &amp; The Wailers,Buffalo Soldier (Edit Version)
05/07/2016 19:38,George Harrison,Got My Mind Set On You
05/07/2016 19:34,Kool &amp; The Gang,Celebration
05/07/2016 19:30,Randy Crawford,Streetlife
05/07/2016 19:26,Murray Head,One Night In Bangkok
05/07/2016 19:23,Queen,Don´t Stop Me Now
05/07/2016 19:20,Bangles,Manic Monday
05/07/2016 19:14,Hot Chocolate,You Sexy Thing
05/07/2016 19:11,Phil Collins,You Can&apos;t Hurry Love
05/07/2016 19:07,Donna Summer,Hot Stuff
05/07/2016 19:04,Johnny Hates Jazz,Shattered Dreams
05/07/2016 18:59,Rod Stewart,Baby Jane
05/07/2016 18:55,Aneka,Japanese Boy
05/07/2016 18:51,Jacksons,Blame It On The Boogie
05/07/2016 18:47,Peter Gabriel,Sledgehammer
05/07/2016 18:44,Cher,Dark Lady
05/07/2016 18:34,Kim Wilde,Kids In America
05/07/2016 18:31,ABBA,Summer Night City
05/07/2016 18:27,Men At Work,Down Under
05/07/2016 18:22,Barry White,"You&apos;re The First, The Last, My Everything"
05/07/2016 18:19,Michael Jackson,Smooth Criminal
05/07/2016 18:13,Dexy&apos;s Midnight Runners,Come On Eileen
05/07/2016 18:09,Eddy Grant,I Don&apos;t Wanna Dance
05/07/2016 18:06,Buggles,Video Killed The Radio Star
05/07/2016 18:03,Eurythmics,Sweet Dreams (Are Made Of This)
05/07/2016 17:58,Tony Christie,(Is This The Way To) Amarillo
